Cache Size (KB),Block Size,Associativty,Replacement Policy,Total Blocks,Tag Size (bits),Index Size (bits),Total Rows,Overhead Size,Implementation Size,Cost ($),Total Accesses,Total Hits,Total Misses,Compulsory Misses,Conflict Misses,Hit Rate,Miss Rate,CPI,Unused Space,Unused Blocks,Waste ($),Filename
256,4,8,Random,65536,17,13,8192,147456,400,28,475872,449874,25998,25912,86,94.54%,5.46%,4.35,67.72%,39624,18.96,A-10_new_1.5_a.pdf.trc
256,4,8,Random,65536,17,13,8192,147456,400,28,482641,442856,39785,38667,1118,91.76%,8.24%,4.47,45.92%,26869,12.86,A-9_new_1.5.pdf.trc
256,4,8,Random,65536,17,13,8192,147456,400,28,580244,553642,26602,26527,75,95.42%,4.58%,4.5,66.67%,39009,18.67,Corruption2.trc
256,8,2,Round Robin,32768,15,14,16384,65536,320,22.4,413303,398182,15121,13435,1686,96.34%,3.66%,3.89,59.00%,19333,13.22,A-10_new_1.5_a.pdf.trc
256,8,2,Round Robin,32768,15,14,16384,65536,320,22.4,420288,397704,22584,18109,4475,94.63%,5.37%,4.05,44.74%,14659,10.02,A-9_new_1.5.pdf.trc
256,8,2,Round Robin,32768,15,14,16384,65536,320,22.4,490514,474299,16215,14749,1466,96.69%,3.31%,3.92,54.99%,18019,12.32,Corruption2.trc
256,8,2,Random,32768,15,14,16384,65536,320,22.4,413303,397942,15361,13435,1926,96.28%,3.72%,3.89,59.00%,19333,13.22,A-10_new_1.5_a.pdf.trc
256,8,2,Random,32768,15,14,16384,65536,320,22.4,420288,397287,23001,18109,4892,94.53%,5.47%,4.06,44.74%,14659,10.02,A-9_new_1.5.pdf.trc
256,8,2,Random,32768,15,14,16384,65536,320,22.4,490514,474154,16360,14749,1611,96.66%,3.34%,3.92,54.99%,18019,12.32,Corruption2.trc
256,8,4,Round Robin,32768,16,13,8192,69632,324,22.68,413303,398367,14936,14400,536,96.39%,3.61%,3.88,60.90%,18368,13.81,A-10_new_1.5_a.pdf.trc
256,8,4,Round Robin,32768,16,13,8192,69632,324,22.68,420288,398029,22259,20130,2129,94.70%,5.30%,4.04,41.90%,12638,9.5,A-9_new_1.5.pdf.trc
256,8,4,Round Robin,32768,16,13,8192,69632,324,22.68,490514,474448,16066,15647,419,96.72%,3.28%,3.91,56.76%,17121,12.87,Corruption2.trc
256,8,4,Random,32768,16,13,8192,69632,324,22.68,413303,398195,15108,14400,708,96.34%,3.66%,3.89,60.90%,18368,13.81,A-10_new_1.5_a.pdf.trc
256,8,4,Random,32768,16,13,8192,69632,324,22.68,420288,397362,22926,20130,2796,94.55%,5.45%,4.06,41.90%,12638,9.5,A-9_new_1.5.pdf.trc
256,8,4,Random,32768,16,13,8192,69632,324,22.68,490514,474282,16232,15647,585,96.69%,3.31%,3.92,56.76%,17121,12.87,Corruption2.trc
256,8,8,Round Robin,32768,17,12,4096,73728,328,22.96,413303,398466,14837,14732,105,96.41%,3.59%,3.88,59.07%,18036,13.56,A-10_new_1.5_a.pdf.trc
256,8,8,Round Robin,32768,17,12,4096,73728,328,22.96,420288,398163,22125,21298,827,94.74%,5.26%,4.04,37.56%,11470,8.62,A-9_new_1.5.pdf.trc
256,8,8,Round Robin,32768,17,12,4096,73728,328,22.96,490514,474538,15976,15887,89,96.74%,3.26%,3.91,55.29%,16881,12.69,Corruption2.trc
256,8,8,Random,32768,17,12,4096,73728,328,22.96,413303,398430,14873,14732,141,96.40%,3.60%,3.88,59.07%,18036,13.56,A-10_new_1.5_a.pdf.trc
256,8,8,Random,32768,17,12,4096,73728,328,22.96,420288,397803,22485,21298,1187,94.65%,5.35%,4.05,37.56%,11470,8.62,A-9_new_1.5.pdf.trc
256,8,8,Random,32768,17,12,4096,73728,328,22.96,490514,474495,16019,15887,132,96.73%,3.27%,3.91,55.29%,16881,12.69,Corruption2.trc
256,16,2,Round Robin,16384,15,13,8192,32768,288,20.16,377255,368165,9090,7687,1403,97.59%,2.41%,3.66,53.08%,8697,10.7,A-10_new_1.5_a.pdf.trc
256,16,2,Round Robin,16384,15,13,8192,32768,288,20.16,387850,374656,13194,10006,3188,96.60%,3.40%,3.88,38.93%,6378,7.85,A-9_new_1.5.pdf.trc
256,16,2,Round Robin,16384,15,13,8192,32768,288,20.16,446309,435681,10628,9189,1439,97.62%,2.38%,3.7,43.91%,7195,8.85,Corruption2.trc
256,16,2,Random,16384,15,13,8192,32768,288,20.16,377255,367879,9376,7687,1689,97.51%,2.49%,3.68,53.08%,8697,10.7,A-10_new_1.5_a.pdf.trc
256,16,2,Random,16384,15,13,8192,32768,288,20.16,387850,374221,13629,10006,3623,96.49%,3.51%,3.9,38.93%,6378,7.85,A-9_new_1.5.pdf.trc
256,16,2,Random,16384,15,13,8192,32768,288,20.16,446309,435562,10747,9189,1558,97.59%,2.41%,3.71,43.91%,7195,8.85,Corruption2.trc
256,16,4,Round Robin,16384,16,12,4096,34816,290,20.3,377255,368318,8937,8334,603,97.63%,2.37%,3.66,51.51%,8050,10.46,A-10_new_1.5_a.pdf.trc
256,16,4,Round Robin,16384,16,12,4096,34816,290,20.3,387850,374856,12994,11182,1812,96.65%,3.35%,3.88,33.28%,5202,6.76,A-9_new_1.5.pdf.trc
256,16,4,Round Robin,16384,16,12,4096,34816,290,20.3,446309,435825,10484,9937,547,97.65%,2.35%,3.7,41.25%,6447,8.37,Corruption2.trc
256,16,4,Random,16384,16,12,4096,34816,290,20.3,377255,368071,9184,8334,850,97.57%,2.43%,3.67,51.51%,8050,10.46,A-10_new_1.5_a.pdf.trc
256,16,4,Random,16384,16,12,4096,34816,290,20.3,387850,374190,13660,11182,2478,96.48%,3.52%,3.9,33.28%,5202,6.76,A-9_new_1.5.pdf.trc
256,16,4,Random,16384,16,12,4096,34816,290,20.3,446309,435649,10660,9937,723,97.61%,2.39%,3.7,41.25%,6447,8.37,Corruption2.trc
256,16,8,Round Robin,16384,17,11,2048,36864,292,20.44,377255,368448,8807,8664,143,97.67%,2.33%,3.65,49.06%,7720,10.03,A-10_new_1.5_a.pdf.trc
256,16,8,Round Robin,16384,17,11,2048,36864,292,20.44,387850,375011,12839,11963,876,96.69%,3.31%,3.87,28.09%,4421,5.74,A-9_new_1.5.pdf.trc
256,16,8,Round Robin,16384,17,11,2048,36864,292,20.44,446309,435937,10372,10210,162,97.68%,2.32%,3.69,39.23%,6174,8.02,Corruption2.trc
256,16,8,Random,16384,17,11,2048,36864,292,20.44,377255,368385,8870,8664,206,97.65%,2.35%,3.65,49.06%,7720,10.03,A-10_new_1.5_a.pdf.trc
256,16,8,Random,16384,17,11,2048,36864,292,20.44,387850,374495,13355,11963,1392,96.56%,3.44%,3.89,28.09%,4421,5.74,A-9_new_1.5.pdf.trc
256,16,8,Random,16384,17,11,2048,36864,292,20.44,446309,435830,10479,10210,269,97.65%,2.35%,3.7,39.23%,6174,8.02,Corruption2.trc
256,32,2,Round Robin,8192,15,12,4096,16384,272,19.04,361364,355676,5688,4466,1222,98.43%,1.57%,3.64,45.48%,3726,8.66,A-10_new_1.5_a.pdf.trc
256,32,2,Round Robin,8192,15,12,4096,16384,272,19.04,373450,365301,8149,5636,2513,97.82%,2.18%,3.92,31.20%,2556,5.94,A-9_new_1.5.pdf.trc
256,32,2,Round Robin,8192,15,12,4096,16384,272,19.04,425395,419075,6320,5117,1203,98.51%,1.49%,3.64,37.54%,3075,7.15,Corruption2.trc
256,32,2,Random,8192,15,12,4096,16384,272,19.04,361364,355359,6005,4466,1539,98.34%,1.66%,3.67,45.48%,3726,8.66,A-10_new_1.5_a.pdf.trc
256,32,2,Random,8192,15,12,4096,16384,272,19.04,373450,364818,8632,5636,2996,97.69%,2.31%,3.96,31.20%,2556,5.94,A-9_new_1.5.pdf.trc
256,32,2,Random,8192,15,12,4096,16384,272,19.04,425395,418876,6519,5117,1402,98.47%,1.53%,3.65,37.54%,3075,7.15,Corruption2.trc
256,32,4,Round Robin,8192,16,11,2048,17408,273,19.11,361364,355812,5552,4901,651,98.46%,1.54%,3.63,41.20%,3291,7.87,A-10_new_1.5_a.pdf.trc
256,32,4,Round Robin,8192,16,11,2048,17408,273,19.11,373450,365491,7959,6280,1679,97.87%,2.13%,3.9,23.94%,1912,4.57,A-9_new_1.5.pdf.trc
256,32,4,Round Robin,8192,16,11,2048,17408,273,19.11,425395,419197,6198,5583,615,98.54%,1.46%,3.63,32.66%,2609,6.24,Corruption2.trc
256,32,4,Random,8192,16,11,2048,17408,273,19.11,361364,355484,5880,4901,979,98.37%,1.63%,3.66,41.20%,3291,7.87,A-10_new_1.5_a.pdf.trc
256,32,4,Random,8192,16,11,2048,17408,273,19.11,373450,364724,8726,6280,2446,97.66%,2.34%,3.97,23.94%,1912,4.57,A-9_new_1.5.pdf.trc
256,32,4,Random,8192,16,11,2048,17408,273,19.11,425395,418998,6397,5583,814,98.50%,1.50%,3.64,32.66%,2609,6.24,Corruption2.trc
256,32,8,Round Robin,8192,17,10,1024,18432,274,19.18,361364,355897,5467,5203,264,98.49%,1.51%,3.62,37.29%,2989,7.15,A-10_new_1.5_a.pdf.trc
256,32,8,Round Robin,8192,17,10,1024,18432,274,19.18,373450,365629,7821,6790,1031,97.91%,2.09%,3.89,17.49%,1402,3.35,A-9_new_1.5.pdf.trc
256,32,8,Round Robin,8192,17,10,1024,18432,274,19.18,425395,419316,6079,5836,243,98.57%,1.43%,3.62,29.39%,2356,5.64,Corruption2.trc
256,32,8,Random,8192,17,10,1024,18432,274,19.18,361364,355732,5632,5203,429,98.44%,1.56%,3.64,37.29%,2989,7.15,A-10_new_1.5_a.pdf.trc
256,32,8,Random,8192,17,10,1024,18432,274,19.18,373450,364900,8550,6790,1760,97.71%,2.29%,3.95,17.49%,1402,3.35,A-9_new_1.5.pdf.trc
256,32,8,Random,8192,17,10,1024,18432,274,19.18,425395,419186,6209,5836,373,98.54%,1.46%,3.63,29.39%,2356,5.64,Corruption2.trc
256,64,2,Round Robin,4096,15,11,2048,8192,264,18.48,354809,350989,3820,2662,1158,98.92%,1.08%,3.77,35.01%,1434,6.47,A-10_new_1.5_a.pdf.trc
256,64,2,Round Robin,4096,15,11,2048,8192,264,18.48,366344,360981,5363,3185,2178,98.54%,1.46%,4.1,22.24%,911,4.11,A-9_new_1.5.pdf.trc
256,64,2,Round Robin,4096,15,11,2048,8192,264,18.48,417698,413753,3945,2879,1066,99.06%,0.94%,3.71,29.71%,1217,5.49,Corruption2.trc
256,64,2,Random,4096,15,11,2048,8192,264,18.48,354809,350577,4232,2662,1570,98.81%,1.19%,3.85,35.01%,1434,6.47,A-10_new_1.5_a.pdf.trc
256,64,2,Random,4096,15,11,2048,8192,264,18.48,366344,360495,5849,3185,2664,98.40%,1.60%,4.19,22.24%,911,4.11,A-9_new_1.5.pdf.trc
256,64,2,Random,4096,15,11,2048,8192,264,18.48,417698,413426,4272,2879,1393,98.98%,1.02%,3.76,29.71%,1217,5.49,Corruption2.trc
256,64,4,Round Robin,4096,16,10,1024,8704,264,18.52,354809,351100,3709,2946,763,98.95%,1.05%,3.75,28.50%,1150,5.27,A-10_new_1.5_a.pdf.trc
256,64,4,Round Robin,4096,16,10,1024,8704,264,18.52,366344,361154,5190,3534,1656,98.58%,1.42%,4.07,13.93%,562,2.57,A-9_new_1.5.pdf.trc
256,64,4,Round Robin,4096,16,10,1024,8704,264,18.52,417698,413837,3861,3175,686,99.08%,0.92%,3.7,22.83%,921,4.22,Corruption2.trc
256,64,4,Random,4096,16,10,1024,8704,264,18.52,354809,350589,4220,2946,1274,98.81%,1.19%,3.84,28.50%,1150,5.27,A-10_new_1.5_a.pdf.trc
256,64,4,Random,4096,16,10,1024,8704,264,18.52,366344,360254,6090,3534,2556,98.34%,1.66%,4.23,13.93%,562,2.57,A-9_new_1.5.pdf.trc
256,64,4,Random,4096,16,10,1024,8704,264,18.52,417698,413554,4144,3175,969,99.01%,0.99%,3.74,22.83%,921,4.22,Corruption2.trc
256,64,8,Round Robin,4096,17,9,512,9216,265,18.55,354809,351203,3606,3193,413,98.98%,1.02%,3.73,22.30%,903,4.14,A-10_new_1.5_a.pdf.trc
256,64,8,Round Robin,4096,17,9,512,9216,265,18.55,366344,361302,5042,3780,1262,98.62%,1.38%,4.04,7.80%,316,1.45,A-9_new_1.5.pdf.trc
256,64,8,Round Robin,4096,17,9,512,9216,265,18.55,417698,413932,3766,3366,400,99.10%,0.90%,3.68,18.02%,730,3.34,Corruption2.trc
256,64,8,Random,4096,17,9,512,9216,265,18.55,354809,350885,3924,3193,731,98.89%,1.11%,3.79,22.30%,903,4.14,A-10_new_1.5_a.pdf.trc
256,64,8,Random,4096,17,9,512,9216,265,18.55,366344,360231,6113,3780,2333,98.33%,1.67%,4.23,7.80%,316,1.45,A-9_new_1.5.pdf.trc
256,64,8,Random,4096,17,9,512,9216,265,18.55,417698,413698,4000,3366,634,99.04%,0.96%,3.72,18.02%,730,3.34,Corruption2.trc
512,4,2,Round Robin,131072,14,16,65536,245760,752,52.64,475872,449772,26100,25282,818,94.52%,5.48%,4.35,82.43%,105790,43.39,A-10_new_1.5_a.pdf.trc
512,4,2,Round Robin,131072,14,16,65536,245760,752,52.64,482641,442968,39673,37455,2218,91.78%,8.22%,4.47,72.94%,93617,38.4,A-9_new_1.5.pdf.trc
512,4,2,Round Robin,131072,14,16,65536,245760,752,52.64,580244,553565,26679,26288,391,95.40%,4.60%,4.5,81.64%,104784,42.98,Corruption2.trc
512,4,2,Random,131072,14,16,65536,245760,752,52.64,475872,449739,26133,25282,851,94.51%,5.49%,4.35,82.43%,105790,43.39,A-10_new_1.5_a.pdf.trc
512,4,2,Random,131072,14,16,65536,245760,752,52.64,482641,442706,39935,37455,2480,91.73%,8.27%,4.47,72.94%,93617,38.4,A-9_new_1.5.pdf.trc
512,4,2,Random,131072,14,16,65536,245760,752,52.64,580244,553469,26775,26288,487,95.39%,4.61%,4.5,81.64%,104784,42.98,Corruption2.trc
512,4,4,Round Robin,131072,15,15,32768,262144,768,53.76,475872,449897,25975,25935,40,94.54%,5.46%,4.35,80.21%,105137,43.12,A-10_new_1.5_a.pdf.trc
512,4,4,Round Robin,131072,15,15,32768,262144,768,53.76,482641,443173,39468,38990,478,91.82%,8.18%,4.47,70.25%,92082,37.77,A-9_new_1.5.pdf.trc
512,4,4,Round Robin,131072,15,15,32768,262144,768,53.76,580244,553672,26572,26544,28,95.42%,4.58%,4.5,79.75%,104528,42.87,Corruption2.trc
512,4,4,Random,131072,15,15,32768,262144,768,53.76,475872,449858,26014,25935,79,94.53%,5.47%,4.35,80.21%,105137,43.12,A-10_new_1.5_a.pdf.trc
512,4,4,Random,131072,15,15,32768,262144,768,53.76,482641,443046,39595,38990,605,91.80%,8.20%,4.47,70.25%,92082,37.77,A-9_new_1.5.pdf.trc
512,4,4,Random,131072,15,15,32768,262144,768,53.76,580244,553628,26616,26544,72,95.41%,4.59%,4.5,79.75%,104528,42.87,Corruption2.trc
512,4,8,Round Robin,131072,16,14,16384,278528,784,54.88,475872,449906,25966,25950,16,94.54%,5.46%,4.35,91.66%,105122,50.3,A-10_new_1.5_a.pdf.trc
512,4,8,Round Robin,131072,16,14,16384,278528,784,54.88,482641,443225,39416,39366,50,91.83%,8.17%,4.47,79.96%,91706,43.88,A-9_new_1.5.pdf.trc
512,4,8,Round Robin,131072,16,14,16384,278528,784,54.88,580244,553677,26567,26556,11,95.42%,4.58%,4.5,91.13%,104516,50.01,Corruption2.trc
512,4,8,Random,131072,16,14,16384,278528,784,54.88,475872,449906,25966,25950,16,94.54%,5.46%,4.35,91.66%,105122,50.3,A-10_new_1.5_a.pdf.trc
512,4,8,Random,131072,16,14,16384,278528,784,54.88,482641,443195,39446,39366,80,91.83%,8.17%,4.47,79.96%,91706,43.88,A-9_new_1.5.pdf.trc
512,4,8,Random,131072,16,14,16384,278528,784,54.88,580244,553663,26581,26556,25,95.42%,4.58%,4.5,91.13%,104516,50.01,Corruption2.trc
512,8,2,Round Robin,65536,14,15,32768,122880,632,44.24,413303,398348,14955,14272,683,96.38%,3.62%,3.89,79.21%,51264,35.04,A-10_new_1.5_a.pdf.trc
512,8,2,Round Robin,65536,14,15,32768,122880,632,44.24,420288,398044,22244,20658,1586,94.71%,5.29%,4.04,69.35%,44878,30.68,A-9_new_1.5.pdf.trc
512,8,2,Round Robin,65536,14,15,32768,122880,632,44.24,490514,474424,16090,15690,400,96.72%,3.28%,3.91,77.02%,49846,34.07,Corruption2.trc
512,8,2,Random,65536,14,15,32768,122880,632,44.24,413303,398325,14978,14272,706,96.38%,3.62%,3.89,79.21%,51264,35.04,A-10_new_1.5_a.pdf.trc
512,8,2,Random,65536,14,15,32768,122880,632,44.24,420288,397815,22473,20658,1815,94.65%,5.35%,4.05,69.35%,44878,30.68,A-9_new_1.5.pdf.trc
512,8,2,Random,65536,14,15,32768,122880,632,44.24,490514,474372,16142,15690,452,96.71%,3.29%,3.92,77.02%,49846,34.07,Corruption2.trc
512,8,4,Round Robin,65536,15,14,16384,131072,640,44.8,413303,398486,14817,14760,57,96.41%,3.59%,3.88,77.48%,50776,34.71,A-10_new_1.5_a.pdf.trc
512,8,4,Round Robin,65536,15,14,16384,131072,640,44.8,420288,398243,22045,21644,401,94.75%,5.25%,4.04,66.97%,43892,30,A-9_new_1.5.pdf.trc
512,8,4,Round Robin,65536,15,14,16384,131072,640,44.8,490514,474545,15969,15923,46,96.74%,3.26%,3.91,75.70%,49613,33.92,Corruption2.trc
512,8,4,Random,65536,15,14,16384,131072,640,44.8,413303,398432,14871,14760,111,96.40%,3.60%,3.88,77.48%,50776,34.71,A-10_new_1.5_a.pdf.trc
512,8,4,Random,65536,15,14,16384,131072,640,44.8,420288,398120,22168,21644,524,94.73%,5.27%,4.04,66.97%,43892,30,A-9_new_1.5.pdf.trc
512,8,4,Random,65536,15,14,16384,131072,640,44.8,490514,474486,16028,15923,105,96.73%,3.27%,3.91,75.70%,49613,33.92,Corruption2.trc
512,8,8,Round Robin,65536,16,13,8192,139264,648,45.36,413303,398492,14811,14783,28,96.42%,3.58%,3.88,84.14%,50753,38.16,A-10_new_1.5_a.pdf.trc
512,8,8,Round Robin,65536,16,13,8192,139264,648,45.36,420288,398284,22004,21946,58,94.76%,5.24%,4.04,72.26%,43590,32.78,A-9_new_1.5.pdf.trc
512,8,8,Round Robin,65536,16,13,8192,139264,648,45.36,490514,474550,15964,15940,24,96.75%,3.25%,3.91,82.22%,49596,37.29,Corruption2.trc
512,8,8,Random,65536,16,13,8192,139264,648,45.36,413303,398480,14823,14783,40,96.41%,3.59%,3.88,84.14%,50753,38.16,A-10_new_1.5_a.pdf.trc
512,8,8,Random,65536,16,13,8192,139264,648,45.36,420288,398238,22050,21946,104,94.75%,5.25%,4.04,72.26%,43590,32.78,A-9_new_1.5.pdf.trc
512,8,8,Random,65536,16,13,8192,139264,648,45.36,490514,474526,15988,15940,48,96.74%,3.26%,3.91,82.22%,49596,37.29,Corruption2.trc
512,16,2,Round Robin,32768,14,14,16384,61440,572,40.04,377255,368319,8936,8320,616,97.63%,2.37%,3.66,75.13%,24448,30.08,A-10_new_1.5_a.pdf.trc
512,16,2,Round Robin,32768,14,14,16384,61440,572,40.04,387850,374917,12933,11686,1247,96.67%,3.33%,3.87,64.79%,21082,25.94,A-9_new_1.5.pdf.trc
512,16,2,Round Robin,32768,14,14,16384,61440,572,40.04,446309,435812,10497,10052,445,97.65%,2.35%,3.7,69.81%,22716,27.95,Corruption2.trc
512,16,2,Random,32768,14,14,16384,61440,572,40.04,377255,368308,8947,8320,627,97.63%,2.37%,3.66,75.13%,24448,30.08,A-10_new_1.5_a.pdf.trc
512,16,2,Random,32768,14,14,16384,61440,572,40.04,387850,374694,13156,11686,1470,96.61%,3.39%,3.88,64.79%,21082,25.94,A-9_new_1.5.pdf.trc
512,16,2,Random,32768,14,14,16384,61440,572,40.04,446309,435780,10529,10052,477,97.64%,2.36%,3.7,69.81%,22716,27.95,Corruption2.trc
512,16,4,Round Robin,32768,15,13,8192,65536,576,40.32,377255,368451,8804,8708,96,97.67%,2.33%,3.65,73.43%,24060,29.61,A-10_new_1.5_a.pdf.trc
512,16,4,Round Robin,32768,15,13,8192,65536,576,40.32,387850,375087,12763,12376,387,96.71%,3.29%,3.87,62.23%,20392,25.09,A-9_new_1.5.pdf.trc
512,16,4,Round Robin,32768,15,13,8192,65536,576,40.32,446309,435942,10367,10284,83,97.68%,2.32%,3.69,68.62%,22484,27.67,Corruption2.trc
512,16,4,Random,32768,15,13,8192,65536,576,40.32,377255,368390,8865,8708,157,97.65%,2.35%,3.65,73.43%,24060,29.61,A-10_new_1.5_a.pdf.trc
512,16,4,Random,32768,15,13,8192,65536,576,40.32,387850,374945,12905,12376,529,96.67%,3.33%,3.87,62.23%,20392,25.09,A-9_new_1.5.pdf.trc
512,16,4,Random,32768,15,13,8192,65536,576,40.32,446309,435884,10425,10284,141,97.66%,2.34%,3.7,68.62%,22484,27.67,Corruption2.trc
512,16,8,Round Robin,32768,16,12,4096,69632,580,40.6,377255,368478,8777,8745,32,97.67%,2.33%,3.65,76.85%,24023,31.2,A-10_new_1.5_a.pdf.trc
512,16,8,Round Robin,32768,16,12,4096,69632,580,40.6,387850,375129,12721,12636,85,96.72%,3.28%,3.86,64.40%,20132,26.15,A-9_new_1.5.pdf.trc
512,16,8,Round Robin,32768,16,12,4096,69632,580,40.6,446309,435961,10348,10316,32,97.68%,2.32%,3.69,71.83%,22452,29.16,Corruption2.trc
512,16,8,Random,32768,16,12,4096,69632,580,40.6,377255,368454,8801,8745,56,97.67%,2.33%,3.65,76.85%,24023,31.2,A-10_new_1.5_a.pdf.trc
512,16,8,Random,32768,16,12,4096,69632,580,40.6,387850,375071,12779,12636,143,96.71%,3.29%,3.87,64.40%,20132,26.15,A-9_new_1.5.pdf.trc
512,16,8,Random,32768,16,12,4096,69632,580,40.6,446309,435935,10374,10316,58,97.68%,2.32%,3.69,71.83%,22452,29.16,Corruption2.trc
512,32,2,Round Robin,16384,14,13,8192,30720,542,37.94,361364,355801,5563,4982,581,98.46%,1.54%,3.63,69.85%,11402,26.5,A-10_new_1.5_a.pdf.trc
512,32,2,Round Robin,16384,14,13,8192,30720,542,37.94,373450,365535,7915,6819,1096,97.88%,2.12%,3.9,58.60%,9565,22.23,A-9_new_1.5.pdf.trc
512,32,2,Round Robin,16384,14,13,8192,30720,542,37.94,425395,419196,6199,5754,445,98.54%,1.46%,3.63,65.12%,10630,24.71,Corruption2.trc
512,32,2,Random,16384,14,13,8192,30720,542,37.94,361364,355758,5606,4982,624,98.45%,1.55%,3.63,69.85%,11402,26.5,A-10_new_1.5_a.pdf.trc
512,32,2,Random,16384,14,13,8192,30720,542,37.94,373450,365291,8159,6819,1340,97.82%,2.18%,3.92,58.60%,9565,22.23,A-9_new_1.5.pdf.trc
512,32,2,Random,16384,14,13,8192,30720,542,37.94,425395,419155,6240,5754,486,98.53%,1.47%,3.63,65.12%,10630,24.71,Corruption2.trc
512,32,4,Round Robin,16384,15,12,4096,32768,544,38.08,361364,355932,5432,5306,126,98.50%,1.50%,3.62,67.61%,11078,25.75,A-10_new_1.5_a.pdf.trc
512,32,4,Round Robin,16384,15,12,4096,32768,544,38.08,373450,365722,7728,7339,389,97.93%,2.07%,3.88,55.21%,9045,21.02,A-9_new_1.5.pdf.trc
512,32,4,Round Robin,16384,15,12,4096,32768,544,38.08,425395,419323,6072,5952,120,98.57%,1.43%,3.62,63.67%,10432,24.25,Corruption2.trc
512,32,4,Random,16384,15,12,4096,32768,544,38.08,361364,355840,5524,5306,218,98.47%,1.53%,3.63,67.61%,11078,25.75,A-10_new_1.5_a.pdf.trc
512,32,4,Random,16384,15,12,4096,32768,544,38.08,373450,365527,7923,7339,584,97.88%,2.12%,3.9,55.21%,9045,21.02,A-9_new_1.5.pdf.trc
512,32,4,Random,16384,15,12,4096,32768,544,38.08,425395,419261,6134,5952,182,98.56%,1.44%,3.62,63.67%,10432,24.25,Corruption2.trc
512,32,8,Round Robin,16384,16,11,2048,34816,546,38.22,361364,355965,5399,5361,38,98.51%,1.49%,3.62,69.00%,11023,26.37,A-10_new_1.5_a.pdf.trc
512,32,8,Round Robin,16384,16,11,2048,34816,546,38.22,373450,365759,7691,7579,112,97.94%,2.06%,3.88,55.12%,8805,21.07,A-9_new_1.5.pdf.trc
512,32,8,Round Robin,16384,16,11,2048,34816,546,38.22,425395,419358,6037,5990,47,98.58%,1.42%,3.62,65.07%,10394,24.87,Corruption2.trc
512,32,8,Random,16384,16,11,2048,34816,546,38.22,361364,355909,5455,5361,94,98.49%,1.51%,3.62,69.00%,11023,26.37,A-10_new_1.5_a.pdf.trc
512,32,8,Random,16384,16,11,2048,34816,546,38.22,373450,365681,7769,7579,190,97.92%,2.08%,3.88,55.12%,8805,21.07,A-9_new_1.5.pdf.trc
512,32,8,Random,16384,16,11,2048,34816,546,38.22,425395,419305,6090,5990,100,98.57%,1.43%,3.62,65.07%,10394,24.87,Corruption2.trc
512,64,2,Round Robin,8192,14,12,4096,15360,527,36.89,354809,351144,3665,3107,558,98.97%,1.03%,3.74,62.19%,5085,22.94,A-10_new_1.5_a.pdf.trc
512,64,2,Round Robin,8192,14,12,4096,15360,527,36.89,366344,361229,5115,4092,1023,98.60%,1.40%,4.06,50.14%,4100,18.5,A-9_new_1.5.pdf.trc
512,64,2,Round Robin,8192,14,12,4096,15360,527,36.89,417698,413869,3829,3409,420,99.08%,0.92%,3.69,58.50%,4783,21.58,Corruption2.trc
512,64,2,Random,8192,14,12,4096,15360,527,36.89,354809,351050,3759,3107,652,98.94%,1.06%,3.76,62.19%,5085,22.94,A-10_new_1.5_a.pdf.trc
512,64,2,Random,8192,14,12,4096,15360,527,36.89,366344,360945,5399,4092,1307,98.53%,1.47%,4.11,50.14%,4100,18.5,A-9_new_1.5.pdf.trc
512,64,2,Random,8192,14,12,4096,15360,527,36.89,417698,413819,3879,3409,470,99.07%,0.93%,3.7,58.50%,4783,21.58,Corruption2.trc
512,64,4,Round Robin,8192,15,11,2048,16384,528,36.96,354809,351253,3556,3374,182,99.00%,1.00%,3.72,58.81%,4818,21.74,A-10_new_1.5_a.pdf.trc
512,64,4,Round Robin,8192,15,11,2048,16384,528,36.96,366344,361385,4959,4466,493,98.65%,1.35%,4.03,45.48%,3726,16.81,A-9_new_1.5.pdf.trc
512,64,4,Round Robin,8192,15,11,2048,16384,528,36.96,417698,413972,3726,3576,150,99.11%,0.89%,3.68,56.35%,4616,20.83,Corruption2.trc
512,64,4,Random,8192,15,11,2048,16384,528,36.96,354809,351118,3691,3374,317,98.96%,1.04%,3.75,58.81%,4818,21.74,A-10_new_1.5_a.pdf.trc
512,64,4,Random,8192,15,11,2048,16384,528,36.96,366344,361145,5199,4466,733,98.58%,1.42%,4.07,45.48%,3726,16.81,A-9_new_1.5.pdf.trc
512,64,4,Random,8192,15,11,2048,16384,528,36.96,417698,413928,3770,3576,194,99.10%,0.90%,3.68,56.35%,4616,20.83,Corruption2.trc
512,64,8,Round Robin,8192,16,10,1024,17408,529,37.03,354809,351282,3527,3448,79,99.01%,0.99%,3.72,58.68%,4744,21.73,A-10_new_1.5_a.pdf.trc
512,64,8,Round Robin,8192,16,10,1024,17408,529,37.03,366344,361428,4916,4703,213,98.66%,1.34%,4.02,43.15%,3489,15.98,A-9_new_1.5.pdf.trc
512,64,8,Round Robin,8192,16,10,1024,17408,529,37.03,417698,414003,3695,3629,66,99.12%,0.88%,3.67,56.44%,4563,20.9,Corruption2.trc
512,64,8,Random,8192,16,10,1024,17408,529,37.03,354809,351210,3599,3448,151,98.99%,1.01%,3.73,58.68%,4744,21.73,A-10_new_1.5_a.pdf.trc
